13.8148	20.9695
13.8198	21.0694
13.8314	21.1687
13.8495	21.267
13.874	21.3639
13.9048	21.459
13.9418	21.5519
13.9849	21.6422
14.0337	21.7294
14.0882	21.8132
14.1481	21.8933
14.2131	21.9693
14.283	22.0408
14.3574	22.1076
14.436	22.1693
14.5185	22.2258
14.6046	22.2767
14.6938	22.3218
14.7858	22.361
14.8801	22.3941
14.9764	22.4209
15.0743	22.4413
15.1733	22.4552
15.273	22.4626
15.373	22.4636
15.473	22.4627
15.573	22.4617
15.673	22.4608
15.773	22.4599
15.873	22.4589
15.973	22.458
16.073	22.4571
16.173	22.4562
16.273	22.4552
16.373	22.4543
16.473	22.4534
16.573	22.4524
16.673	22.4515
16.773	22.4506
16.873	22.4497
16.9729	22.4487
17.0729	22.4478
17.1729	22.4469
17.2729	22.4459
17.3729	22.445
17.4729	22.4441
17.5729	22.4432
17.6729	22.4422
17.7729	22.4413
17.8729	22.4404
17.9729	22.4394
18.0729	22.4385
18.1729	22.4376
18.2729	22.4367
18.3729	22.4357
18.4729	22.4348
18.5729	22.4339
18.6729	22.433
18.7729	22.432
18.8729	22.4311
18.9729	22.4302
19.0728	22.4267
19.1723	22.4173
19.2711	22.402
19.3689	22.3808
19.4651	22.3539
19.5597	22.3212
19.6521	22.2831
19.742	22.2395
19.8293	22.1906
19.9134	22.1366
19.9942	22.0777
20.0714	22.0141
20.1446	21.9461
20.2137	21.8737
20.2783	21.7975
20.3383	21.7175
20.3934	21.6341
20.4435	21.5475
20.4883	21.4581
20.5277	21.3662
20.5616	21.2722
20.5899	21.1763
20.6124	21.0788
20.629	20.9803
20.6344	20.8809
20.6193	20.7821
20.5988	20.6842
20.5731	20.5876
20.5421	20.4926
20.5059	20.3993
20.4648	20.3082
20.4187	20.2194
20.3679	20.1333
20.3124	20.0501
20.2525	19.9701
20.1884	19.8934
20.1201	19.8203
20.048	19.7511
19.9722	19.6859
19.8929	19.6249
19.8105	19.5684
19.7251	19.5164
19.6369	19.4691
19.5464	19.4268
19.4536	19.3894
19.359	19.3571
19.2627	19.3301
19.1652	19.3083
19.0665	19.2919
18.9671	19.2808
18.8674	19.2745
18.7675	19.2689
18.6677	19.2633
18.5678	19.2577
18.468	19.252
18.368	19.2497
18.268	19.2474
18.1681	19.2451
18.0681	19.2428
17.9681	19.2405
17.8681	19.2383
17.7682	19.236
17.6682	19.2337
17.5682	19.2314
17.4682	19.2291
17.3683	19.2268
17.2683	19.2245
17.1683	19.2223
17.0684	19.22
16.9684	19.2177
16.8684	19.2154
16.7684	19.2131
16.6685	19.2108
16.5685	19.2086
16.4685	19.2063
16.3685	19.204
16.2686	19.2017
16.1686	19.1994
16.0686	19.1971
15.9686	19.1948
15.8687	19.1926
15.7687	19.1903
15.6687	19.188
15.5687	19.1857
15.4688	19.1841
15.3692	19.193
15.2703	19.2076
15.1723	19.2278
15.0757	19.2534
14.9807	19.2846
14.8876	19.321
14.7967	19.3627
14.7083	19.4094
14.6227	19.4611
14.5402	19.5175
14.4609	19.5785
14.3853	19.6439
14.3135	19.7135
14.2458	19.787
14.1823	19.8643
14.1233	19.945
14.069	20.029
14.0195	20.1158
13.975	20.2054
13.9356	20.2973
13.9016	20.3913
13.8729	20.4871
13.8496	20.5843
13.8319	20.6827
13.8199	20.782
9.781100001	17.123
9.881099999	17.1226
9.9811	17.1221
10.0811	17.1217
10.1811	17.1212
10.2811	17.1208
10.3811	17.1203
10.4811	17.1199
10.5811	17.1194
10.6811	17.119
10.7811	17.1185
10.8811	17.1181
10.9811	17.1176
11.0811	17.1172
11.1811	17.1167
11.2811	17.1163
11.3811	17.1158
11.4811	17.1154
11.5811	17.1149
11.6811	17.1144
11.7811	17.114
11.8811	17.1135
11.9811	17.1131
12.0811	17.1126
12.1811	17.1122
12.2811	17.1117
12.3811	17.1113
12.4811	17.1108
12.5811	17.1104
12.6811	17.1099
12.7811	17.1095
12.8811	17.109
12.9811	17.1086
13.0811	17.1081
13.1811	17.1077
13.2811	17.1072
13.3811	17.1068
13.4811	17.1063
13.5811	17.1059
13.6811	17.1054
13.7811	17.1049
13.8811	17.1045
13.9811	17.104
14.0811	17.1036
14.1669	17.089
14.1673	16.989
14.1676	16.889
14.1679	16.789
14.1682	16.689
14.1685	16.589
14.1688	16.489
14.1691	16.389
14.1694	16.289
14.1697	16.1891
14.17	16.0891
14.1703	15.9891
14.1706	15.8891
14.171	15.7891
14.1713	15.6891
14.1716	15.5891
14.1719	15.4891
14.1722	15.3891
14.1725	15.2891
14.1728	15.1891
14.1731	15.0891
14.1734	14.9891
14.1737	14.8891
14.174	14.7891
14.1743	14.6891
14.1747	14.5891
14.175	14.4891
14.1753	14.3891
14.1756	14.2891
14.1141	14.2526
14.0141	14.2556
13.9142	14.2586
13.8142	14.2616
13.7143	14.2646
13.6143	14.2677
13.5144	14.2707
13.4144	14.2737
13.3145	14.2767
13.2145	14.2798
13.1145	14.2828
13.0146	14.2858
12.9146	14.2888
12.8147	14.2918
12.7147	14.2949
12.6148	14.2979
12.5148	14.3009
12.4149	14.3039
12.3149	14.3069
12.215	14.31
12.115	14.313
12.015	14.316
11.9151	14.319
11.8151	14.3221
11.7152	14.3251
11.6152	14.3281
11.5153	14.3311
11.4153	14.3341
11.3154	14.3372
11.2154	14.3402
11.1155	14.3432
11.0155	14.3462
10.9155	14.3492
10.8156	14.3523
10.7156	14.3553
10.6157	14.3583
10.5157	14.3613
10.4158	14.3644
10.3158	14.3674
10.2159	14.3704
10.1159	14.3734
10.016	14.3764
9.916000001	14.3795
9.816100001	14.3825
9.7161	14.3855
9.679699998	14.4502
9.6798	14.5502
9.6798	14.6502
9.679900002	14.7502
9.679900002	14.8502
9.68	14.9502
9.68	15.0502
9.680100001	15.1502
9.680100001	15.2502
9.680199999	15.3502
9.680199999	15.4502
9.680300001	15.5502
9.680300001	15.6502
